Experiment,Method,Column,Measure,Value
26,Mean,Ramachandran outliers [%],MAD,0.4942012584873281
26,Mean,Rotamer outliers [%],MSE,12.824299601870413
26,Mean,Rotamer outliers [%],MAE,2.4939500731719835
26,Mean,Rotamer outliers [%],MAD,2.0530253752384104
26,Mean,RSRZ outliers [%],MSE,16.684855711243245
26,Mean,RSRZ outliers [%],MAE,2.7684803261654913
26,Mean,RSRZ outliers [%],MAD,2.3156509038452873
26,Mean,R [%],MSE,10.327450071659914
26,Mean,R [%],MAE,2.4582104741824424
26,Mean,R [%],MAD,1.9841381881009177
26,Mean,R free [%],MSE,14.397130774933979
26,Mean,R free [%],MAE,2.9770590888037187
26,Mean,R free [%],MAD,2.456068561572067
26,Median,Clashscore,MSE,93.58318347107439
26,Median,Clashscore,MAE,5.14809917355372
26,Median,Clashscore,MAD,2.3999999999999995
26,Median,Ramachandran outliers [%],MSE,1.8250182213629773
26,Median,Ramachandran outliers [%],MAE,0.5120396326727887
26,Median,Ramachandran outliers [%],MAD,0.04
26,Median,Rotamer outliers [%],MSE,14.226787476190479
26,Median,Rotamer outliers [%],MAE,2.2918142857142856
26,Median,Rotamer outliers [%],MAD,1.3900000000000001
26,Median,RSRZ outliers [%],MSE,17.760851957537156
26,Median,RSRZ outliers [%],MAE,2.634072186836518
26,Median,RSRZ outliers [%],MAD,1.86
26,Median,R [%],MSE,10.33810253096685
26,Median,R [%],MAE,2.453313448174805
26,Median,R [%],MAD,1.9600000000000009
26,Median,R free [%],MSE,14.393909801424254
26,Median,R free [%],MAE,2.9765480868779273
26,Median,R free [%],MAD,2.454000000000004
26,Bayesian,Clashscore,MSE,28.920680282835526
26,Bayesian,Clashscore,MAE,3.4002940579635426
26,Bayesian,Clashscore,MAD,2.4772473390114236
26,Bayesian,Ramachandran outliers [%],MSE,0.7366961315464733
26,Bayesian,Ramachandran outliers [%],MAE,0.43108537621616816
26,Bayesian,Ramachandran outliers [%],MAD,0.23427640034565123
26,Bayesian,Rotamer outliers [%],MSE,6.727333047733314
26,Bayesian,Rotamer outliers [%],MAE,1.7723965910714334
26,Bayesian,Rotamer outliers [%],MAD,1.2435589773610878
26,Bayesian,RSRZ outliers [%],MSE,14.991100360305536
26,Bayesian,RSRZ outliers [%],MAE,2.563369179095177
26,Bayesian,RSRZ outliers [%],MAD,2.0102212411683693
26,Bayesian,R [%],MSE,3.2206799171548743
26,Bayesian,R [%],MAE,1.307820230822251
26,Bayesian,R [%],MAD,0.9912790811181544
26,Bayesian,R free [%],MSE,3.1571200553963754
26,Bayesian,R free [%],MAE,1.2961453906869396
26,Bayesian,R free [%],MAD,0.9940898365039352
27,Mean,Clashscore,MSE,107.25305468675043
27,Mean,Clashscore,MAE,6.287015971910982
27,Mean,Clashscore,MAD,4.709978216351606
27,Mean,Ramachandran outliers [%],MSE,1.4396216253017053
27,Mean,Ramachandran outliers [%],MAE,0.6044235235227378
27,Mean,Ramachandran outliers [%],MAD,0.494669419089545
27,Mean,Rotamer outliers [%],MSE,15.219267272966894
27,Mean,Rotamer outliers [%],MAE,2.6545329202847903
27,Mean,Rotamer outliers [%],MAD,2.140252591425491
27,Mean,RSRZ outliers [%],MSE,16.410576833464532
27,Mean,RSRZ outliers [%],MAE,2.7105191284272796
27,Mean,RSRZ outliers [%],MAD,2.280049136726322
27,Mean,R [%],MSE,11.299064686965709
27,Mean,R [%],MAE,2.5215342253967976
27,Mean,R [%],MAD,1.9628585682626607
27,Mean,R free [%],MSE,14.85011633045388
27,Mean,R free [%],MAE,3.010020745050353
27,Mean,R free [%],MAD,2.4991915796189623
27,Median,Clashscore,MSE,115.89215123966943
27,Median,Clashscore,MAE,5.512314049586777
27,Median,Clashscore,MAD,2.9499999999999997
27,Median,Ramachandran outliers [%],MSE,1.6379992266795553
27,Median,Ramachandran outliers [%],MAE,0.48598356694055095
27,Median,Ramachandran outliers [%],MAD,0.04
27,Median,Rotamer outliers [%],MSE,17.010545523809526
27,Median,Rotamer outliers [%],MAE,2.4706380952380953
27,Median,Rotamer outliers [%],MAD,1.4500000000000002
27,Median,RSRZ outliers [%],MSE,17.3779949044586
27,Median,RSRZ outliers [%],MAE,2.5712135881104037
27,Median,RSRZ outliers [%],MAD,1.85
27,Median,R [%],MSE,11.297512124352357
27,Median,R [%],MAE,2.5166838589680567
27,Median,R [%],MAD,1.9499999999999993
27,Median,R free [%],MSE,14.851872037071995
27,Median,R free [%],MAE,3.010028286887743
27,Median,R free [%],MAD,2.4990000000000023
27,Bayesian,Clashscore,MSE,51.15839983214239
27,Bayesian,Clashscore,MAE,3.8987444811656227
27,Bayesian,Clashscore,MAD,2.4544051554553423
27,Bayesian,Ramachandran outliers [%],MSE,0.6041324580230105
27,Bayesian,Ramachandran outliers [%],MAE,0.38289498039263137
27,Bayesian,Ramachandran outliers [%],MAD,0.19089016558550043
27,Bayesian,Rotamer outliers [%],MSE,6.822779558910547
27,Bayesian,Rotamer outliers [%],MAE,1.7431631326544206
27,Bayesian,Rotamer outliers [%],MAD,1.1803556341013304
27,Bayesian,RSRZ outliers [%],MSE,14.639260857551832
27,Bayesian,RSRZ outliers [%],MAE,2.5259556079360888
27,Bayesian,RSRZ outliers [%],MAD,2.0120669931308344
27,Bayesian,R [%],MSE,3.31213269825184
27,Bayesian,R [%],MAE,1.3125583423825005
27,Bayesian,R [%],MAD,0.9750705112517011
27,Bayesian,R free [%],MSE,3.1913075041597296
27,Bayesian,R free [%],MAE,1.3241458980038305
27,Bayesian,R free [%],MAD,1.036016078391384
28,Mean,Clashscore,MSE,95.78923614238462
28,Mean,Clashscore,MAE,6.4176402389370955
28,Mean,Clashscore,MAD,4.829621192960699
28,Mean,Ramachandran outliers [%],MSE,1.6809157419838525
28,Mean,Ramachandran outliers [%],MAE,0.6130509206446778
28,Mean,Ramachandran outliers [%],MAD,0.49438853930907545
28,Mean,Rotamer outliers [%],MSE,13.034720297870647
28,Mean,Rotamer outliers [%],MAE,2.505754672542539
28,Mean,Rotamer outliers [%],MAD,2.095
28,Mean,RSRZ outliers [%],MSE,15.397130306739966
28,Mean,RSRZ outliers [%],MAE,2.700883030564232
28,Mean,RSRZ outliers [%],MAD,2.290185457332192
28,Mean,R [%],MSE,10.344533577677094
28,Mean,R [%],MAE,2.4806828589332617
28,Mean,R [%],MAD,2.0027306599443584
28,Mean,R free [%],MSE,14.406333652156782
28,Mean,R free [%],MAE,2.988203550192985
28,Mean,R free [%],MAD,2.478787814120718
28,Median,Clashscore,MSE,106.38080578512395
28,Median,Clashscore,MAE,5.795619834710744
28,Median,Clashscore,MAD,3.0700000000000003
28,Median,Ramachandran outliers [%],MSE,1.894179700338328
28,Median,Ramachandran outliers [%],MAE,0.5010439826002899
28,Median,Ramachandran outliers [%],MAD,0.04
28,Median,Rotamer outliers [%],MSE,14.395674190476187
28,Median,Rotamer outliers [%],MAE,2.282866666666667
28,Median,Rotamer outliers [%],MAD,1.38
28,Median,RSRZ outliers [%],MSE,16.359974114649685
28,Median,RSRZ outliers [%],MAE,2.564416135881104
28,Median,RSRZ outliers [%],MAD,1.83
28,Median,R [%],MSE,10.341746224476665
28,Median,R [%],MAE,2.477665468784978
28,Median,R [%],MAD,2.0
28,Median,R free [%],MSE,14.404634033537821
28,Median,R free [%],MAE,2.9881053614294495
28,Median,R free [%],MAD,2.480000000000004
28,Bayesian,Clashscore,MSE,43.64891728282082
28,Bayesian,Clashscore,MAE,3.904110226073412
28,Bayesian,Clashscore,MAD,2.4497619896052925
28,Bayesian,Ramachandran outliers [%],MSE,0.7244441111196817
28,Bayesian,Ramachandran outliers [%],MAE,0.41030793984436514
28,Bayesian,Ramachandran outliers [%],MAD,0.21624426336228986
28,Bayesian,Rotamer outliers [%],MSE,6.8134439571607865
28,Bayesian,Rotamer outliers [%],MAE,1.754372053757101
28,Bayesian,Rotamer outliers [%],MAD,1.2207366867069116
28,Bayesian,RSRZ outliers [%],MSE,13.972423167612243
28,Bayesian,RSRZ outliers [%],MAE,2.5289283796335447
28,Bayesian,RSRZ outliers [%],MAD,2.0266621944276397
28,Bayesian,R [%],MSE,3.402140720150791
28,Bayesian,R [%],MAE,1.3424187246130501
28,Bayesian,R [%],MAD,1.0046670115308167
28,Bayesian,R free [%],MSE,3.2654279644941067
28,Bayesian,R free [%],MAE,1.3248416355772314
28,Bayesian,R free [%],MAD,1.028693874066363
29,Mean,Clashscore,MSE,108.46626245030548
29,Mean,Clashscore,MAE,6.164124589226145
29,Mean,Clashscore,MAD,4.910295262260442
29,Mean,Ramachandran outliers [%],MSE,1.8607792579787874
29,Mean,Ramachandran outliers [%],MAE,0.6286839092471713
29,Mean,Ramachandran outliers [%],MAD,0.49437850788834453
29,Mean,Rotamer outliers [%],MSE,12.439863714353432
29,Mean,Rotamer outliers [%],MAE,2.546794331204909
29,Mean,Rotamer outliers [%],MAD,2.1837083506095034
29,Mean,RSRZ outliers [%],MSE,15.012635350814922
29,Mean,RSRZ outliers [%],MAE,2.735245931494566
29,Mean,RSRZ outliers [%],MAD,2.276111797322274
29,Mean,R [%],MSE,10.516475742506367
29,Mean,R [%],MAE,2.4834795906049494
29,Mean,R [%],MAD,1.9865762976919257
29,Mean,R free [%],MSE,14.73100761829603
29,Mean,R free [%],MAE,2.9979209338169266
29,Mean,R free [%],MAD,2.464339861335503
29,Median,Clashscore,MSE,118.60099256198347
29,Median,Clashscore,MAE,5.663884297520661
29,Median,Clashscore,MAD,3.1799999999999997
29,Median,Ramachandran outliers [%],MSE,2.074574528757854
29,Median,Ramachandran outliers [%],MAE,0.5029241179313678
29,Median,Ramachandran outliers [%],MAD,0.04
29,Median,Rotamer outliers [%],MSE,13.746313666666667
29,Median,Rotamer outliers [%],MAE,2.3165666666666667
29,Median,Rotamer outliers [%],MAD,1.4100000000000001
29,Median,RSRZ outliers [%],MSE,16.097509588110405
29,Median,RSRZ outliers [%],MAE,2.6082343949044584
29,Median,RSRZ outliers [%],MAD,1.8599999999999999
29,Median,R [%],MSE,10.549637754989128
29,Median,R [%],MAE,2.4839245680844013
29,Median,R [%],MAD,1.990000000000002
29,Median,R free [%],MSE,14.729157914945688
29,Median,R free [%],MAE,2.9976476578801967
29,Median,R free [%],MAD,2.469999999999999
29,Bayesian,Clashscore,MSE,37.2771143632614
29,Bayesian,Clashscore,MAE,3.382957935893317
29,Bayesian,Clashscore,MAD,2.2529776693391863
29,Bayesian,Ramachandran outliers [%],MSE,0.7960825682620962
29,Bayesian,Ramachandran outliers [%],MAE,0.4128353143055688
29,Bayesian,Ramachandran outliers [%],MAD,0.2063786850112166
29,Bayesian,Rotamer outliers [%],MSE,6.117518683278561
29,Bayesian,Rotamer outliers [%],MAE,1.7318985179665993
29,Bayesian,Rotamer outliers [%],MAD,1.2210227167582581
29,Bayesian,RSRZ outliers [%],MSE,13.416975055034856
29,Bayesian,RSRZ outliers [%],MAE,2.540843064949356
29,Bayesian,RSRZ outliers [%],MAD,2.016308539301568
29,Bayesian,R [%],MSE,3.0865197551792165
29,Bayesian,R [%],MAE,1.3081525243023735
29,Bayesian,R [%],MAD,0.9999944431663579
29,Bayesian,R free [%],MSE,3.1143817732641175
29,Bayesian,R free [%],MAE,1.3152179884242132
29,Bayesian,R free [%],MAD,1.0176178717522504
30,Mean,Clashscore,MSE,85.47390983963815
30,Mean,Clashscore,MAE,6.072699152961507
30,Mean,Clashscore,MAD,4.510146611296492
30,Mean,Ramachandran outliers [%],MSE,1.3345616365744752
30,Mean,Ramachandran outliers [%],MAE,0.5932928679391063
30,Mean,Ramachandran outliers [%],MAD,0.49519511527843413
30,Mean,Rotamer outliers [%],MSE,13.469294479528838
30,Mean,Rotamer outliers [%],MAE,2.5624760099352786
30,Mean,Rotamer outliers [%],MAD,2.1333805456505517
30,Mean,RSRZ outliers [%],MSE,15.545300171628556
30,Mean,RSRZ outliers [%],MAE,2.742208806150499
30,Mean,RSRZ outliers [%],MAD,2.2962244962358564
30,Mean,R [%],MSE,10.898715936458228
30,Mean,R [%],MAE,2.514006210567003
30,Mean,R [%],MAD,2.0170881553867694
30,Mean,R free [%],MSE,14.78224956348227
30,Mean,R free [%],MAE,3.0255646845506097
30,Mean,R free [%],MAD,2.5447603742958975
30,Median,Clashscore,MSE,93.19191652892562
30,Median,Clashscore,MAE,5.461570247933883
30,Median,Clashscore,MAD,3.2399999999999998
30,Median,Ramachandran outliers [%],MSE,1.5050279845335912
30,Median,Ramachandran outliers [%],MAE,0.4564572257129047
30,Median,Ramachandran outliers [%],MAD,0.04
30,Median,Rotamer outliers [%],MSE,14.821852857142858
30,Median,Rotamer outliers [%],MAE,2.322447619047619
30,Median,Rotamer outliers [%],MAD,1.4100000000000001
30,Median,RSRZ outliers [%],MSE,16.585084475583866
30,Median,RSRZ outliers [%],MAE,2.6070734607218684
30,Median,RSRZ outliers [%],MAD,1.8699999999999997
30,Median,R [%],MSE,10.897676895065278
30,Median,R [%],MAE,2.5109660954827397
30,Median,R [%],MAD,2.0
30,Median,R free [%],MSE,14.779682651136184
30,Median,R free [%],MAE,3.0251450596298657
30,Median,R free [%],MAD,2.5340000000000025
30,Bayesian,Clashscore,MSE,19.54159497243119
30,Bayesian,Clashscore,MAE,3.3287935192891296
30,Bayesian,Clashscore,MAD,2.5413305730552134
30,Bayesian,Ramachandran outliers [%],MSE,0.543021359367321
30,Bayesian,Ramachandran outliers [%],MAE,0.3707201987145981
30,Bayesian,Ramachandran outliers [%],MAD,0.19228771663249716
30,Bayesian,Rotamer outliers [%],MSE,6.318160245598452
30,Bayesian,Rotamer outliers [%],MAE,1.7318595562327812
30,Bayesian,Rotamer outliers [%],MAD,1.2481059309743832
30,Bayesian,RSRZ outliers [%],MSE,13.747046588374461
30,Bayesian,RSRZ outliers [%],MAE,2.5523684766399426
30,Bayesian,RSRZ outliers [%],MAD,2.0152489480878937
30,Bayesian,R [%],MSE,3.4026314855383366
30,Bayesian,R [%],MAE,1.351895275456008
30,Bayesian,R [%],MAD,1.0183266757763931
30,Bayesian,R free [%],MSE,3.1814765675280863
30,Bayesian,R free [%],MAE,1.3105325881289787
30,Bayesian,R free [%],MAD,1.0187890228772645
31,Mean,Clashscore,MSE,51.76295896437964
31,Mean,Clashscore,MAE,4.9397424854099725
31,Mean,Clashscore,MAD,3.9202055984792237
31,Mean,Ramachandran outliers [%],MSE,1.3414908123453437
31,Mean,Ramachandran outliers [%],MAE,0.5973215441891017
31,Mean,Ramachandran outliers [%],MAD,0.4946810256920437
31,Mean,Rotamer outliers [%],MSE,14.735732115411786
31,Mean,Rotamer outliers [%],MAE,2.6502945688460304
31,Mean,Rotamer outliers [%],MAD,2.1607031262957124
31,Mean,RSRZ outliers [%],MSE,17.58686487929115
31,Mean,RSRZ outliers [%],MAE,2.7489349774606957
31,Mean,RSRZ outliers [%],MAD,2.261246089347699
31,Mean,R [%],MSE,11.203045470289455
31,Mean,R [%],MAE,2.545052004121311
31,Mean,R [%],MAD,2.085563095440932
31,Mean,R free [%],MSE,15.30983524894909
31,Mean,R free [%],MAE,3.0918900792868373
31,Mean,R free [%],MAD,2.634860010391403
31,Median,Clashscore,MSE,59.158289256198344
31,Median,Clashscore,MAE,4.651900826446281
31,Median,Clashscore,MAD,2.5100000000000007
31,Median,Ramachandran outliers [%],MSE,1.5392528757854038
31,Median,Ramachandran outliers [%],MAE,0.4838762687288545
31,Median,Ramachandran outliers [%],MAD,0.04
31,Median,Rotamer outliers [%],MSE,16.463959095238096
31,Median,Rotamer outliers [%],MAE,2.460738095238095
31,Median,Rotamer outliers [%],MAD,1.445
31,Median,RSRZ outliers [%],MSE,18.791970598726117
31,Median,RSRZ outliers [%],MAE,2.6341469214437367
31,Median,RSRZ outliers [%],MAD,1.8399999999999999
31,Median,R [%],MSE,11.226971900096832
31,Median,R [%],MAE,2.54218239498196
31,Median,R [%],MAD,2.080000000000002
31,Median,R free [%],MSE,15.307983170887036
31,Median,R free [%],MAE,3.0913708475756954
31,Median,R free [%],MAD,2.639999999999997
31,Bayesian,Clashscore,MSE,26.840906757590457
31,Bayesian,Clashscore,MAE,3.5775718525844726
31,Bayesian,Clashscore,MAD,2.699642886145532
31,Bayesian,Ramachandran outliers [%],MSE,0.6504605994241215
31,Bayesian,Ramachandran outliers [%],MAE,0.4120805533172716
31,Bayesian,Ramachandran outliers [%],MAD,0.20510942030000823
31,Bayesian,Rotamer outliers [%],MSE,7.816174479109723
31,Bayesian,Rotamer outliers [%],MAE,1.8828424723582406
31,Bayesian,Rotamer outliers [%],MAD,1.2752889132117042
31,Bayesian,RSRZ outliers [%],MSE,16.125745147567468
31,Bayesian,RSRZ outliers [%],MAE,2.5754040055817615
31,Bayesian,RSRZ outliers [%],MAD,1.9901504652758222
31,Bayesian,R [%],MSE,3.2804010836512476
31,Bayesian,R [%],MAE,1.3378921754719597
31,Bayesian,R [%],MAD,1.0192096006789981
31,Bayesian,R free [%],MSE,3.2120256497904456
31,Bayesian,R free [%],MAE,1.322688772997764
31,Bayesian,R free [%],MAD,1.020082707138176
32,Mean,Clashscore,MSE,109.31405095333855
32,Mean,Clashscore,MAE,5.831611394600539
32,Mean,Clashscore,MAD,4.5801521591919645
32,Mean,Ramachandran outliers [%],MSE,1.650271164018971
32,Mean,Ramachandran outliers [%],MAE,0.6198132204106996
32,Mean,Ramachandran outliers [%],MAD,0.4945662861359133
32,Mean,Rotamer outliers [%],MSE,13.194401338112757
32,Mean,Rotamer outliers [%],MAE,2.575346654504243
32,Mean,Rotamer outliers [%],MAD,2.1619938635044362
32,Mean,RSRZ outliers [%],MSE,15.729977253050036
32,Mean,RSRZ outliers [%],MAE,2.728955890581271
32,Mean,RSRZ outliers [%],MAD,2.2669464003967006
32,Mean,R [%],MSE,10.26039501635048
32,Mean,R [%],MAE,2.4803573124413565
32,Mean,R [%],MAD,1.98657219596695
32,Mean,R free [%],MSE,14.571817160353085
32,Mean,R free [%],MAE,3.0133517689205984
32,Mean,R free [%],MAD,2.5263100959396176
32,Median,Clashscore,MSE,118.66619917355371
32,Median,Clashscore,MAE,5.398760330578514
32,Median,Clashscore,MAD,3.1399999999999997
32,Median,Ramachandran outliers [%],MSE,1.8541168680521987
32,Median,Ramachandran outliers [%],MAE,0.4929917834702754
32,Median,Ramachandran outliers [%],MAD,0.04
32,Median,Rotamer outliers [%],MSE,14.741732380952381
32,Median,Rotamer outliers [%],MAE,2.3687428571428573
32,Median,Rotamer outliers [%],MAD,1.42
32,Median,RSRZ outliers [%],MSE,16.755785171974523
32,Median,RSRZ outliers [%],MAE,2.5915380042462846
32,Median,RSRZ outliers [%],MAD,1.85
32,Median,R [%],MSE,10.264305070920956
32,Median,R [%],MAE,2.478229011791353
32,Median,R [%],MAD,1.9800000000000004
32,Median,R free [%],MSE,14.570716077563848
32,Median,R free [%],MAE,3.013090663576206
32,Median,R free [%],MAD,2.5299999999999976
32,Bayesian,Clashscore,MSE,29.255551277173048
32,Bayesian,Clashscore,MAE,3.685558201527869
32,Bayesian,Clashscore,MAD,2.5854531106607626
32,Bayesian,Ramachandran outliers [%],MSE,0.6911074141192454
32,Bayesian,Ramachandran outliers [%],MAE,0.4047360350628778
32,Bayesian,Ramachandran outliers [%],MAD,0.20027864117669936
32,Bayesian,Rotamer outliers [%],MSE,6.639857448668464
32,Bayesian,Rotamer outliers [%],MAE,1.7903381443609523
32,Bayesian,Rotamer outliers [%],MAD,1.266104343561417
32,Bayesian,RSRZ outliers [%],MSE,14.275793038505975
32,Bayesian,RSRZ outliers [%],MAE,2.5366889810780844
32,Bayesian,RSRZ outliers [%],MAD,1.9655626627653096
32,Bayesian,R [%],MSE,3.048186198546244
32,Bayesian,R [%],MAE,1.3188723713056167
32,Bayesian,R [%],MAD,1.017366630794136
32,Bayesian,R free [%],MSE,3.0931288139113295
32,Bayesian,R free [%],MAE,1.3097542394405834
32,Bayesian,R free [%],MAD,1.0183225958040865
33,Mean,Clashscore,MSE,84.42590790262363
33,Mean,Clashscore,MAE,5.419384665031652
33,Mean,Clashscore,MAD,4.290379133386093
33,Mean,Ramachandran outliers [%],MSE,1.802516239370288
33,Mean,Ramachandran outliers [%],MAE,0.6341615179147285
33,Mean,Ramachandran outliers [%],MAD,0.49390777725271723
33,Mean,Rotamer outliers [%],MSE,12.985132896688658
33,Mean,Rotamer outliers [%],MAE,2.5684908845793895
33,Mean,Rotamer outliers [%],MAD,2.161551455344556
33,Mean,RSRZ outliers [%],MSE,17.045328076530502
33,Mean,RSRZ outliers [%],MAE,2.7590570601442757
33,Mean,RSRZ outliers [%],MAD,2.324506604156336
33,Mean,R [%],MSE,10.706320364683036
33,Mean,R [%],MAE,2.521887223479238
33,Mean,R [%],MAD,2.0425487822616972
33,Mean,R free [%],MSE,14.904603047205136
33,Mean,R free [%],MAE,3.007149892172367
33,Mean,R free [%],MAD,2.453559876814669
33,Median,Clashscore,MSE,90.87187190082645
33,Median,Clashscore,MAE,4.847520661157025
33,Median,Clashscore,MAD,2.74
33,Median,Ramachandran outliers [%],MSE,2.0412170613823104
33,Median,Ramachandran outliers [%],MAE,0.5290043499275011
33,Median,Ramachandran outliers [%],MAD,0.04
33,Median,Rotamer outliers [%],MSE,14.59451061904762
33,Median,Rotamer outliers [%],MAE,2.377471428571429
33,Median,Rotamer outliers [%],MAD,1.4
33,Median,RSRZ outliers [%],MSE,18.118288382165606
33,Median,RSRZ outliers [%],MAE,2.626112101910828
33,Median,RSRZ outliers [%],MAD,1.8699999999999997
33,Median,R [%],MSE,10.711384510944157
33,Median,R [%],MAE,2.516764044164971
33,Median,R [%],MAD,2.0599999999999987
33,Median,R free [%],MSE,14.902691554260867
33,Median,R free [%],MAE,3.0067672911315872
33,Median,R free [%],MAD,2.469000000000001
33,Bayesian,Clashscore,MSE,38.05612071818707
33,Bayesian,Clashscore,MAE,3.958046661502227
33,Bayesian,Clashscore,MAD,2.306639791709099
33,Bayesian,Ramachandran outliers [%],MSE,0.9032713001035743
33,Bayesian,Ramachandran outliers [%],MAE,0.4239507319622976
33,Bayesian,Ramachandran outliers [%],MAD,0.2
33,Bayesian,Rotamer outliers [%],MSE,7.32081044263802
33,Bayesian,Rotamer outliers [%],MAE,1.8120669691916662
33,Bayesian,Rotamer outliers [%],MAD,1.250646471479076
33,Bayesian,RSRZ outliers [%],MSE,15.092902597802313
33,Bayesian,RSRZ outliers [%],MAE,2.545386976605474
33,Bayesian,RSRZ outliers [%],MAD,2.010338935708475
33,Bayesian,R [%],MSE,3.266240694054118
33,Bayesian,R [%],MAE,1.3312993354308897
33,Bayesian,R [%],MAD,1.0139630628304843
33,Bayesian,R free [%],MSE,3.254743610291494
33,Bayesian,R free [%],MAE,1.3457017883841398
33,Bayesian,R free [%],MAD,1.0494952268900377
34,Mean,Clashscore,MSE,78.88599265305439
34,Mean,Clashscore,MAE,5.828457557621955
34,Mean,Clashscore,MAD,4.530272744331764
34,Mean,Ramachandran outliers [%],MSE,1.4198469756113172
34,Mean,Ramachandran outliers [%],MAE,0.6106063416006153
34,Mean,Ramachandran outliers [%],MAD,0.49449059450676075
34,Mean,Rotamer outliers [%],MSE,13.334048791150451
34,Mean,Rotamer outliers [%],MAE,2.539519279889748
34,Mean,Rotamer outliers [%],MAD,2.113291649390496
34,Mean,RSRZ outliers [%],MSE,16.712343072064876
34,Mean,RSRZ outliers [%],MAE,2.745001853545393
34,Mean,RSRZ outliers [%],MAD,2.2929107875400074
34,Mean,R [%],MSE,10.185425073538429
34,Mean,R [%],MAE,2.4882685699611766
34,Mean,R [%],MAD,2.0742734000043903
34,Mean,R free [%],MSE,14.485763556161702
34,Mean,R free [%],MAE,3.0004795694171933
34,Mean,R free [%],MAD,2.495151511949352
34,Median,Clashscore,MSE,85.91399917355372
34,Median,Clashscore,MAE,5.223223140495867
34,Median,Clashscore,MAD,2.9999999999999996
34,Median,Ramachandran outliers [%],MSE,1.6277042532624457
34,Median,Ramachandran outliers [%],MAE,0.4955389076848719
34,Median,Ramachandran outliers [%],MAD,0.04
34,Median,Rotamer outliers [%],MSE,14.699106857142857
34,Median,Rotamer outliers [%],MAE,2.3130666666666664
34,Median,Rotamer outliers [%],MAD,1.38
34,Median,RSRZ outliers [%],MSE,17.837135592356688
34,Median,RSRZ outliers [%],MAE,2.627327388535032
34,Median,RSRZ outliers [%],MAD,1.8699999999999999
34,Median,R [%],MSE,10.197351458278732
34,Median,R [%],MAE,2.486528795550119
34,Median,R [%],MAD,2.0390000000000015
34,Median,R free [%],MSE,14.482925121040216
34,Median,R free [%],MAE,3.0001851938930395
34,Median,R free [%],MAD,2.480000000000004
34,Bayesian,Clashscore,MSE,24.513497457661057
34,Bayesian,Clashscore,MAE,3.416081905991412
34,Bayesian,Clashscore,MAD,2.4504714276365345
34,Bayesian,Ramachandran outliers [%],MSE,0.6209623363311686
34,Bayesian,Ramachandran outliers [%],MAE,0.4005587460299535
34,Bayesian,Ramachandran outliers [%],MAD,0.20301727315845142
34,Bayesian,Rotamer outliers [%],MSE,6.347965907169567
34,Bayesian,Rotamer outliers [%],MAE,1.7221610559889764
34,Bayesian,Rotamer outliers [%],MAD,1.2472795644036183
34,Bayesian,RSRZ outliers [%],MSE,15.061960460809717
34,Bayesian,RSRZ outliers [%],MAE,2.548123201958939
34,Bayesian,RSRZ outliers [%],MAD,1.9756328867014494
34,Bayesian,R [%],MSE,3.3614006880733345
34,Bayesian,R [%],MAE,1.3387703153716208
34,Bayesian,R [%],MAD,0.999616084291242
34,Bayesian,R free [%],MSE,3.115404557767053
34,Bayesian,R free [%],MAE,1.3024396918372965
34,Bayesian,R free [%],MAD,1.0082728561159513
35,Mean,Clashscore,MSE,68.9834117188787
35,Mean,Clashscore,MAE,5.124205871154106
35,Mean,Clashscore,MAD,4.230307255505062
35,Mean,Ramachandran outliers [%],MSE,0.9934873034095765
35,Mean,Ramachandran outliers [%],MAE,0.5694993498062701
35,Mean,Ramachandran outliers [%],MAD,0.4950564992828778
35,Mean,Rotamer outliers [%],MSE,12.587595374870174
35,Mean,Rotamer outliers [%],MAE,2.5252627168011244
35,Mean,Rotamer outliers [%],MAD,2.104579235425823
35,Mean,RSRZ outliers [%],MSE,15.990489992828048
35,Mean,RSRZ outliers [%],MAE,2.7195173534638957
35,Mean,RSRZ outliers [%],MAD,2.2742648875264844
35,Mean,R [%],MSE,10.70889251117282
35,Mean,R [%],MAE,2.4941197456036566
35,Mean,R [%],MAD,2.002862441174127
35,Mean,R free [%],MSE,14.769353681534058
35,Mean,R free [%],MAE,3.023345726769372
35,Mean,R free [%],MAD,2.545928997245504
35,Median,Clashscore,MSE,75.82261652892562
35,Median,Clashscore,MAE,4.883140495867769
35,Median,Clashscore,MAD,3.0600000000000005
35,Median,Ramachandran outliers [%],MSE,1.171319623006283
35,Median,Ramachandran outliers [%],MAE,0.46215079748670845
35,Median,Ramachandran outliers [%],MAD,0.04
35,Median,Rotamer outliers [%],MSE,13.77142738095238
35,Median,Rotamer outliers [%],MAE,2.242404761904762
35,Median,Rotamer outliers [%],MAD,1.33
35,Median,RSRZ outliers [%],MSE,17.068108942675163
35,Median,RSRZ outliers [%],MAE,2.59872101910828
35,Median,RSRZ outliers [%],MAD,1.8599999999999999
35,Median,R [%],MSE,10.707377294590081
35,Median,R [%],MAE,2.4886799700365207
35,Median,R [%],MAD,2.0
35,Median,R free [%],MSE,14.767818302386754
35,Median,R free [%],MAE,3.023080729380386
35,Median,R free [%],MAD,2.530000000000001
35,Bayesian,Clashscore,MSE,26.360944917632832
35,Bayesian,Clashscore,MAE,3.723256654102784
35,Bayesian,Clashscore,MAD,2.575270194233017
35,Bayesian,Ramachandran outliers [%],MSE,0.4698156817838441
35,Bayesian,Ramachandran outliers [%],MAE,0.38922197661341645
