Experiment,Method,Column,Measure,Value
1,Bayesian,Clashscore,MSE,30.167421867393134
1,Bayesian,Clashscore,MAE,3.9733831432638427
1,Bayesian,Clashscore,MAD,3.1247919372306434
1,Bayesian,Ramachandran outliers [%],MSE,0.6425508984034713
1,Bayesian,Ramachandran outliers [%],MAE,0.38682067747068893
1,Bayesian,Ramachandran outliers [%],MAD,0.19858740668483596
1,Bayesian,Rotamer outliers [%],MSE,7.179585986811334
1,Bayesian,Rotamer outliers [%],MAE,1.7864222504517924
1,Bayesian,Rotamer outliers [%],MAD,1.2062999656059263
1,Bayesian,RSRZ outliers [%],MSE,13.842557379538473
1,Bayesian,RSRZ outliers [%],MAE,2.554933602772156
1,Bayesian,RSRZ outliers [%],MAD,2.029676966064585
1,Bayesian,R [%],MSE,3.2531418964060284
1,Bayesian,R [%],MAE,1.3040257044571102
1,Bayesian,R [%],MAD,0.9612943543559016
1,Bayesian,R free [%],MSE,3.068470255356433
1,Bayesian,R free [%],MAE,1.3083615534792579
1,Bayesian,R free [%],MAD,1.0212921721571604
2,Mean,Clashscore,MSE,60.53005034229436
2,Mean,Clashscore,MAE,5.4402347657659265
2,Mean,Clashscore,MAD,4.615432472828296
2,Mean,Ramachandran outliers [%],MSE,1.4879571440798554
2,Mean,Ramachandran outliers [%],MAE,0.612079851159222
2,Mean,Ramachandran outliers [%],MAD,0.493243468570721
2,Mean,Rotamer outliers [%],MSE,12.72685900521852
2,Mean,Rotamer outliers [%],MAE,2.513964838374809
2,Mean,Rotamer outliers [%],MAD,2.116460855062173
2,Mean,RSRZ outliers [%],MSE,17.98710813920926
2,Mean,RSRZ outliers [%],MAE,2.7566111346214957
2,Mean,RSRZ outliers [%],MAD,2.271927729222375
2,Mean,R [%],MSE,10.772000909650606
2,Mean,R [%],MAE,2.504259802875809
2,Mean,R [%],MAD,2.0123989648295577
2,Mean,R free [%],MSE,14.51048230603046
2,Mean,R free [%],MAE,2.982936372356074
2,Mean,R free [%],MAD,2.4448904035173946
2,Median,Clashscore,MSE,68.08957272727272
2,Median,Clashscore,MAE,5.201570247933884
2,Median,Clashscore,MAD,3.38
2,Median,Ramachandran outliers [%],MSE,1.6869852545629205
2,Median,Ramachandran outliers [%],MAE,0.4875840537944284
2,Median,Ramachandran outliers [%],MAD,0.04
2,Median,Rotamer outliers [%],MSE,14.145019356365356
2,Median,Rotamer outliers [%],MAE,2.304718409843824
2,Median,Rotamer outliers [%],MAD,1.42
2,Median,RSRZ outliers [%],MSE,19.098710717013155
2,Median,RSRZ outliers [%],MAE,2.6262876537972
2,Median,RSRZ outliers [%],MAD,1.85
2,Median,R [%],MSE,10.796457434505102
2,Median,R [%],MAE,2.5029925823254233
2,Median,R [%],MAD,2.0
2,Median,R free [%],MSE,14.515776880367868
2,Median,R free [%],MAE,2.9834909051987335
2,Median,R free [%],MAD,2.4419999999999984
2,Bayesian,Clashscore,MSE,25.012637808942536
2,Bayesian,Clashscore,MAE,3.466257932558158
2,Bayesian,Clashscore,MAD,2.34174898393937
2,Bayesian,Ramachandran outliers [%],MSE,0.6596404975262666
2,Bayesian,Ramachandran outliers [%],MAE,0.41444755615192064
2,Bayesian,Ramachandran outliers [%],MAD,0.21567743777736847
2,Bayesian,Rotamer outliers [%],MSE,6.885743464877879
2,Bayesian,Rotamer outliers [%],MAE,1.7707379564416907
2,Bayesian,Rotamer outliers [%],MAD,1.2484692637954877
2,Bayesian,RSRZ outliers [%],MSE,16.285744783000304
2,Bayesian,RSRZ outliers [%],MAE,2.5563404888786954
2,Bayesian,RSRZ outliers [%],MAD,1.9888721788281218
2,Bayesian,R [%],MSE,3.267980500313793
2,Bayesian,R [%],MAE,1.3338342824646097
2,Bayesian,R [%],MAD,0.9825538058539696
2,Bayesian,R free [%],MSE,3.217158265627574
2,Bayesian,R free [%],MAE,1.3350520356624092
2,Bayesian,R free [%],MAD,1.0261236832429326
3,Mean,Clashscore,MSE,75.29259043535525
3,Mean,Clashscore,MAE,5.438131019387578
3,Mean,Clashscore,MAD,4.095997514337238
3,Mean,Ramachandran outliers [%],MSE,1.6400121910066932
3,Mean,Ramachandran outliers [%],MAE,0.6271408143772582
3,Mean,Ramachandran outliers [%],MAD,0.49263750051591076
3,Mean,Rotamer outliers [%],MSE,13.031306082368634
3,Mean,Rotamer outliers [%],MAE,2.5567266701460145
3,Mean,Rotamer outliers [%],MAD,2.1048995987251677
3,Mean,RSRZ outliers [%],MSE,16.59373310351334
3,Mean,RSRZ outliers [%],MAE,2.7424270777974487
3,Mean,RSRZ outliers [%],MAD,2.2808118124226056
3,Mean,R [%],MSE,11.181971893511427
3,Mean,R [%],MAE,2.494484815783102
3,Mean,R [%],MAD,1.9649999999999999
3,Mean,R free [%],MSE,14.958843715107276
3,Mean,R free [%],MAE,3.0143421592004804
3,Mean,R free [%],MAD,2.4912758972529403
3,Median,Clashscore,MSE,79.75244545454545
3,Median,Clashscore,MAE,4.557107438016529
3,Median,Clashscore,MAD,2.44
3,Median,Ramachandran outliers [%],MSE,1.8806967339097023
3,Median,Ramachandran outliers [%],MAE,0.520835734870317
3,Median,Ramachandran outliers [%],MAD,0.05
3,Median,Rotamer outliers [%],MSE,14.668803312825368
3,Median,Rotamer outliers [%],MAE,2.367846663511595
3,Median,Rotamer outliers [%],MAD,1.42
3,Median,RSRZ outliers [%],MSE,17.74821283835384
3,Median,RSRZ outliers [%],MAE,2.6186448875689434
3,Median,RSRZ outliers [%],MAD,1.8399999999999999
3,Median,R [%],MSE,11.197986161691153
3,Median,R [%],MAE,2.4936378298721356
3,Median,R [%],MAD,1.9539999999999988
3,Median,R free [%],MSE,14.960973513378972
3,Median,R free [%],MAE,3.0143240377332705
3,Median,R free [%],MAD,2.4800000000000004
3,Bayesian,Clashscore,MSE,28.31386401454404
3,Bayesian,Clashscore,MAE,3.71530180355364
3,Bayesian,Clashscore,MAD,2.813358579216299
3,Bayesian,Ramachandran outliers [%],MSE,0.6708853886125845
3,Bayesian,Ramachandran outliers [%],MAE,0.4135549792474545
3,Bayesian,Ramachandran outliers [%],MAD,0.20897181141040788
3,Bayesian,Rotamer outliers [%],MSE,7.105643531169383
3,Bayesian,Rotamer outliers [%],MAE,1.7884836736103862
3,Bayesian,Rotamer outliers [%],MAD,1.2259365042414345
3,Bayesian,RSRZ outliers [%],MSE,14.675722223783383
3,Bayesian,RSRZ outliers [%],MAE,2.528914179801333
3,Bayesian,RSRZ outliers [%],MAD,1.96501791372792
3,Bayesian,R [%],MSE,3.2611935207941083
3,Bayesian,R [%],MAE,1.328533922414019
3,Bayesian,R [%],MAD,0.9899406287859254
3,Bayesian,R free [%],MSE,3.146452840527263
3,Bayesian,R free [%],MAE,1.3223835509063016
3,Bayesian,R free [%],MAD,1.0423044565011939
4,Mean,Clashscore,MSE,68.38198858972714
4,Mean,Clashscore,MAE,5.699702301839455
4,Mean,Clashscore,MAD,4.67540379835264
4,Mean,Ramachandran outliers [%],MSE,1.70100752997983
4,Mean,Ramachandran outliers [%],MAE,0.6220018595780124
4,Mean,Ramachandran outliers [%],MAD,0.49296908663172234
4,Mean,Rotamer outliers [%],MSE,13.113511974461085
4,Mean,Rotamer outliers [%],MAE,2.492925424264402
4,Mean,Rotamer outliers [%],MAD,2.0581361362022568
4,Mean,RSRZ outliers [%],MSE,15.3545729499513
4,Mean,RSRZ outliers [%],MAE,2.7404870912987094
4,Mean,RSRZ outliers [%],MAD,2.3048828987275884
4,Mean,R [%],MSE,10.636347077746345
4,Mean,R [%],MAE,2.5168888410017294
4,Mean,R [%],MAD,2.0755
4,Mean,R free [%],MSE,14.2738314465185
4,Mean,R free [%],MAE,2.9766812427073455
4,Mean,R free [%],MAD,2.513296512685912
4,Median,Clashscore,MSE,76.09877685950414
4,Median,Clashscore,MAE,5.232396694214876
4,Median,Clashscore,MAD,2.8699999999999997
4,Median,Ramachandran outliers [%],MSE,1.9238460614793467
4,Median,Ramachandran outliers [%],MAE,0.5021757925072046
4,Median,Ramachandran outliers [%],MAD,0.03
4,Median,Rotamer outliers [%],MSE,14.295689398958826
4,Median,Rotamer outliers [%],MAE,2.23661618551822
4,Median,Rotamer outliers [%],MAD,1.3699999999999997
4,Median,RSRZ outliers [%],MSE,16.429718812049213
4,Median,RSRZ outliers [%],MAE,2.6129232074671194
4,Median,RSRZ outliers [%],MAD,1.88
4,Median,R [%],MSE,10.646286130942915
4,Median,R [%],MAE,2.514869621486949
4,Median,R [%],MAD,2.0825000000000014
4,Median,R free [%],MSE,14.276613387208565
4,Median,R free [%],MAE,2.9766746616205295
4,Median,R free [%],MAD,2.5199999999999996
4,Bayesian,Clashscore,MSE,26.443371629630747
4,Bayesian,Clashscore,MAE,3.640601593177321
4,Bayesian,Clashscore,MAD,2.375397110862398
4,Bayesian,Ramachandran outliers [%],MSE,0.6807728754366298
4,Bayesian,Ramachandran outliers [%],MAE,0.4100631393436925
4,Bayesian,Ramachandran outliers [%],MAD,0.20605700145528605
4,Bayesian,Rotamer outliers [%],MSE,6.871862036455737
4,Bayesian,Rotamer outliers [%],MAE,1.755470224146078
4,Bayesian,Rotamer outliers [%],MAD,1.221283800377437
4,Bayesian,RSRZ outliers [%],MSE,13.765601579371497
4,Bayesian,RSRZ outliers [%],MAE,2.547170054841503
4,Bayesian,RSRZ outliers [%],MAD,2.0167772233890418
4,Bayesian,R [%],MSE,3.1147425038857266
4,Bayesian,R [%],MAE,1.3070963429543423
4,Bayesian,R [%],MAD,1.0101515834439798
4,Bayesian,R free [%],MSE,3.1137278566046964
4,Bayesian,R free [%],MAE,1.307988200586391
4,Bayesian,R free [%],MAD,1.014766971087914
5,Mean,Clashscore,MSE,46.37811826361981
5,Mean,Clashscore,MAE,4.997468817774857
5,Mean,Clashscore,MAD,4.075776404074536
5,Mean,Ramachandran outliers [%],MSE,1.8142171784627608
5,Mean,Ramachandran outliers [%],MAE,0.6210602528570947
5,Mean,Ramachandran outliers [%],MAD,0.49295133930413965
5,Mean,Rotamer outliers [%],MSE,13.094881939571854
5,Mean,Rotamer outliers [%],MAE,2.5640685034819644
5,Mean,Rotamer outliers [%],MAD,2.146910348927457
5,Mean,RSRZ outliers [%],MSE,17.083601313571226
5,Mean,RSRZ outliers [%],MAE,2.760413808501363
5,Mean,RSRZ outliers [%],MAD,2.313668634805549
5,Mean,R [%],MSE,10.551631322204994
5,Mean,R [%],MAE,2.495784611789612
5,Mean,R [%],MAD,1.9849999999999994
5,Mean,R free [%],MSE,14.102844758771562
5,Mean,R free [%],MAE,2.979415211626333
5,Mean,R free [%],MAD,2.5029711470004052
5,Median,Clashscore,MSE,52.05108016528925
5,Median,Clashscore,MAE,4.539090909090908
5,Median,Clashscore,MAD,2.78
5,Median,Ramachandran outliers [%],MSE,2.0380115273775217
5,Median,Ramachandran outliers [%],MAE,0.5029298751200768
5,Median,Ramachandran outliers [%],MAD,0.03
5,Median,Rotamer outliers [%],MSE,14.44978954093706
5,Median,Rotamer outliers [%],MAE,2.3188594415522954
5,Median,Rotamer outliers [%],MAD,1.4100000000000001
5,Median,RSRZ outliers [%],MSE,18.161611260076366
5,Median,RSRZ outliers [%],MAE,2.628710224862113
5,Median,RSRZ outliers [%],MAD,1.86
5,Median,R [%],MSE,10.550027949124335
5,Median,R [%],MAE,2.4931767319418983
5,Median,R [%],MAD,1.9800000000000004
5,Median,R free [%],MSE,14.100785408351019
5,Median,R free [%],MAE,2.9795475367681097
5,Median,R free [%],MAD,2.5
5,Bayesian,Clashscore,MSE,31.16426865284638
5,Bayesian,Clashscore,MAE,3.708053194412455
5,Bayesian,Clashscore,MAD,2.475735433706757
5,Bayesian,Ramachandran outliers [%],MSE,0.7841120387246814
5,Bayesian,Ramachandran outliers [%],MAE,0.41160398157127004
5,Bayesian,Ramachandran outliers [%],MAD,0.19838094190546587
5,Bayesian,Rotamer outliers [%],MSE,6.952466076653836
5,Bayesian,Rotamer outliers [%],MAE,1.781690731164403
5,Bayesian,Rotamer outliers [%],MAD,1.2038667944736585
5,Bayesian,RSRZ outliers [%],MSE,15.640177580069615
5,Bayesian,RSRZ outliers [%],MAE,2.5796066688730774
5,Bayesian,RSRZ outliers [%],MAD,2.027169316602005
5,Bayesian,R [%],MSE,3.3276310373006006
5,Bayesian,R [%],MAE,1.333039959527868
5,Bayesian,R [%],MAD,1.0052107817478877
5,Bayesian,R free [%],MSE,3.0500456488273935
5,Bayesian,R free [%],MAE,1.2926056677088853
5,Bayesian,R free [%],MAD,1.0047228246966515
6,Mean,Clashscore,MSE,69.33656360733958
6,Mean,Clashscore,MAE,5.862628048286816
6,Mean,Clashscore,MAD,4.766081506993974
6,Mean,Ramachandran outliers [%],MSE,1.0650499262332274
6,Mean,Ramachandran outliers [%],MAE,0.5791835897463955
6,Mean,Ramachandran outliers [%],MAD,0.493808411407817
6,Mean,Rotamer outliers [%],MSE,11.310567057587985
6,Mean,Rotamer outliers [%],MAE,2.4638472570628265
6,Mean,Rotamer outliers [%],MAD,2.132060290305002
6,Mean,RSRZ outliers [%],MSE,15.23081154865073
6,Mean,RSRZ outliers [%],MAE,2.739707331781483
6,Mean,RSRZ outliers [%],MAD,2.3037328834730166
6,Mean,R [%],MSE,10.317588171456423
6,Mean,R [%],MAE,2.470679652451665
6,Mean,R [%],MAD,1.984681788067256
6,Mean,R free [%],MSE,14.365174690371424
6,Mean,R free [%],MAE,2.996554942874811
6,Mean,R free [%],MAD,2.5295000000000005
6,Median,Clashscore,MSE,73.33554628099172
6,Median,Clashscore,MAE,5.058595041322314
6,Median,Clashscore,MAD,2.9499999999999997
6,Median,Ramachandran outliers [%],MSE,1.2342343419788666
6,Median,Ramachandran outliers [%],MAE,0.45456772334293954
6,Median,Ramachandran outliers [%],MAD,0.04
6,Median,Rotamer outliers [%],MSE,12.520447042120209
6,Median,Rotamer outliers [%],MAE,2.2294462849029815
6,Median,Rotamer outliers [%],MAD,1.3699999999999997
6,Median,RSRZ outliers [%],MSE,16.258456487059824
6,Median,RSRZ outliers [%],MAE,2.6076393720831565
6,Median,RSRZ outliers [%],MAD,1.8699999999999997
6,Median,R [%],MSE,10.314892170433334
6,Median,R [%],MAE,2.4669942879708135
6,Median,R [%],MAD,2.0
6,Median,R free [%],MSE,14.3638082938445
6,Median,R free [%],MAE,2.9963565537053682
6,Median,R free [%],MAD,2.5199999999999996
6,Bayesian,Clashscore,MSE,30.44486465161582
6,Bayesian,Clashscore,MAE,3.9242861315932136
6,Bayesian,Clashscore,MAD,2.674355728261344
6,Bayesian,Ramachandran outliers [%],MSE,0.5215192796262333
6,Bayesian,Ramachandran outliers [%],MAE,0.37515344042581855
6,Bayesian,Ramachandran outliers [%],MAD,0.19310863063102143
6,Bayesian,Rotamer outliers [%],MSE,6.608827798040201
6,Bayesian,Rotamer outliers [%],MAE,1.7273162020924375
6,Bayesian,Rotamer outliers [%],MAD,1.1998392914576779
6,Bayesian,RSRZ outliers [%],MSE,13.662971166272776
6,Bayesian,RSRZ outliers [%],MAE,2.5550519246442476
6,Bayesian,RSRZ outliers [%],MAD,2.011381524433393
6,Bayesian,R [%],MSE,3.168711796209698
6,Bayesian,R [%],MAE,1.2847961709243605
6,Bayesian,R [%],MAD,0.9502239293315
6,Bayesian,R free [%],MSE,3.0403663068444438
6,Bayesian,R free [%],MAE,1.295584131391077
6,Bayesian,R free [%],MAD,1.0002813049486896
7,Mean,Clashscore,MSE,106.8466072047417
7,Mean,Clashscore,MAE,6.458622125419565
7,Mean,Clashscore,MAD,4.4245658213247125
7,Mean,Ramachandran outliers [%],MSE,2.6227774865745146
7,Mean,Ramachandran outliers [%],MAE,0.6437809653954667
7,Mean,Ramachandran outliers [%],MAD,0.49258037888480743
7,Mean,Rotamer outliers [%],MSE,12.787093475933382
7,Mean,Rotamer outliers [%],MAE,2.5151911380485408
7,Mean,Rotamer outliers [%],MAD,2.117210644516736
7,Mean,RSRZ outliers [%],MSE,16.349526603354843
7,Mean,RSRZ outliers [%],MAE,2.7244230236576943
7,Mean,RSRZ outliers [%],MAD,2.3067668383553785
7,Mean,R [%],MSE,10.361533216853484
7,Mean,R [%],MAE,2.4725125302483177
7,Mean,R [%],MAD,2.011425223448242
7,Mean,R free [%],MSE,14.771712606822398
7,Mean,R free [%],MAE,3.0276917825700083
7,Mean,R free [%],MAD,2.5489187067658428
7,Median,Clashscore,MSE,119.15782314049586
7,Median,Clashscore,MAE,6.104132231404958
7,Median,Clashscore,MAD,3.42
7,Median,Ramachandran outliers [%],MSE,2.8665337175792507
7,Median,Ramachandran outliers [%],MAE,0.5247742555235351
7,Median,Ramachandran outliers [%],MAD,0.03
7,Median,Rotamer outliers [%],MSE,14.09971746332229
7,Median,Rotamer outliers [%],MAE,2.267884524372929
7,Median,Rotamer outliers [%],MAD,1.3299999999999998
7,Median,RSRZ outliers [%],MSE,17.367454866355537
7,Median,RSRZ outliers [%],MAE,2.592315655494273
7,Median,RSRZ outliers [%],MAD,1.8599999999999999
7,Median,R [%],MSE,10.39473380949564
7,Median,R [%],MAE,2.4734381885384407
7,Median,R [%],MAD,1.995000000000001
7,Median,R free [%],MSE,14.768747471094056
7,Median,R free [%],MAE,3.02746902456724
7,Median,R free [%],MAD,2.523500000000002
7,Bayesian,Clashscore,MSE,27.54458431921684
7,Bayesian,Clashscore,MAE,3.5016594394937046
7,Bayesian,Clashscore,MAD,2.6616242826201937
7,Bayesian,Ramachandran outliers [%],MSE,1.021526274441365
7,Bayesian,Ramachandran outliers [%],MAE,0.41633474185802877
7,Bayesian,Ramachandran outliers [%],MAD,0.1975989228221527
7,Bayesian,Rotamer outliers [%],MSE,7.492804830393022
7,Bayesian,Rotamer outliers [%],MAE,1.812765903164315
7,Bayesian,Rotamer outliers [%],MAD,1.241855131896782
7,Bayesian,RSRZ outliers [%],MSE,14.832983148973112
7,Bayesian,RSRZ outliers [%],MAE,2.5420544345352085
7,Bayesian,RSRZ outliers [%],MAD,2.0121902966869465
7,Bayesian,R [%],MSE,3.0533222212553603
7,Bayesian,R [%],MAE,1.3103577946671212
7,Bayesian,R [%],MAD,1.0028212401612073
7,Bayesian,R free [%],MSE,3.2057151658203
7,Bayesian,R free [%],MAE,1.3196980811800398
7,Bayesian,R free [%],MAD,1.0183044935388743
8,Mean,Clashscore,MSE,38.527738101421505
8,Mean,Clashscore,MAE,4.851530073592427
8,Mean,Clashscore,MAD,4.336820707357885
8,Mean,Ramachandran outliers [%],MSE,1.3194533601173375
8,Mean,Ramachandran outliers [%],MAE,0.5745082606568316
8,Mean,Ramachandran outliers [%],MAD,0.4940089149366461
8,Mean,Rotamer outliers [%],MSE,13.015341011754522
8,Mean,Rotamer outliers [%],MAE,2.532467703842654
8,Mean,Rotamer outliers [%],MAD,2.0755244645540563
8,Mean,RSRZ outliers [%],MSE,15.173701401226696
8,Mean,RSRZ outliers [%],MAE,2.6940051873386985
8,Mean,RSRZ outliers [%],MAD,2.3012754616751314
8,Mean,R [%],MSE,10.800886340284888
8,Mean,R [%],MAE,2.5001751911355874
8,Mean,R [%],MAD,1.9932284349908844
8,Mean,R free [%],MSE,14.794033776099996
8,Mean,R free [%],MAE,3.0279257383958798
8,Mean,R free [%],MAD,2.5625
8,Median,Clashscore,MSE,38.46944876033057
8,Median,Clashscore,MAE,4.076280991735537
8,Median,Clashscore,MAD,2.71
8,Median,Ramachandran outliers [%],MSE,1.47802795389049
8,Median,Ramachandran outliers [%],MAE,0.44268972142170987
8,Median,Ramachandran outliers [%],MAD,0.04
8,Median,Rotamer outliers [%],MSE,14.565120113582584
8,Median,Rotamer outliers [%],MAE,2.3270326549929012
8,Median,Rotamer outliers [%],MAD,1.3800000000000003
8,Median,RSRZ outliers [%],MSE,16.103513593551128
8,Median,RSRZ outliers [%],MAE,2.560420025456088
8,Median,RSRZ outliers [%],MAD,1.85
8,Median,R [%],MSE,10.83099476819299
8,Median,R [%],MAE,2.498933400651051
8,Median,R [%],MAD,2.0
8,Median,R free [%],MSE,14.7965086126212
8,Median,R free [%],MAE,3.027945812021909
8,Median,R free [%],MAD,2.5700000000000003
8,Bayesian,Clashscore,MSE,17.698507608260257
8,Bayesian,Clashscore,MAE,3.050904993533701
8,Bayesian,Clashscore,MAD,2.454090819460596
8,Bayesian,Ramachandran outliers [%],MSE,0.5904821641719579
8,Bayesian,Ramachandran outliers [%],MAE,0.3710885336558305
8,Bayesian,Ramachandran outliers [%],MAD,0.19
8,Bayesian,Rotamer outliers [%],MSE,7.171719933826078
8,Bayesian,Rotamer outliers [%],MAE,1.7768723747734774
8,Bayesian,Rotamer outliers [%],MAD,1.2479135261077032
8,Bayesian,RSRZ outliers [%],MSE,13.645729603995669
8,Bayesian,RSRZ outliers [%],MAE,2.5010149261663672
8,Bayesian,RSRZ outliers [%],MAD,1.9972597534094887
8,Bayesian,R [%],MSE,3.458342512950154
8,Bayesian,R [%],MAE,1.3441811915595403
8,Bayesian,R [%],MAD,0.9836649856024611
8,Bayesian,R free [%],MSE,3.1492988543725278
8,Bayesian,R free [%],MAE,1.321912471890718
8,Bayesian,R free [%],MAD,1.0431912976211848
9,Mean,Clashscore,MSE,39.212174942253874
9,Mean,Clashscore,MAE,4.673117629730638
9,Mean,Clashscore,MAD,3.986675954055854
9,Mean,Ramachandran outliers [%],MSE,1.439888702215341
9,Mean,Ramachandran outliers [%],MAE,0.6070040003744293
9,Mean,Ramachandran outliers [%],MAD,0.49328730034256474
9,Mean,Rotamer outliers [%],MSE,11.571117678303162
9,Mean,Rotamer outliers [%],MAE,2.4487088283081104
9,Mean,Rotamer outliers [%],MAD,2.0682451244282247
9,Mean,RSRZ outliers [%],MSE,17.768383359283664
9,Mean,RSRZ outliers [%],MAE,2.754578249953818
9,Mean,RSRZ outliers [%],MAD,2.3018248954613156
9,Mean,R [%],MSE,10.425417800807027
9,Mean,R [%],MAE,2.481088510136822
9,Mean,R [%],MAD,2.01
9,Mean,R free [%],MSE,14.297536688826016
9,Mean,R free [%],MAE,2.969785382730064
9,Mean,R free [%],MAD,2.4747659313593164
9,Median,Clashscore,MSE,39.94857272727273
9,Median,Clashscore,MAE,3.8022314049586776
9,Median,Clashscore,MAD,2.59
9,Median,Ramachandran outliers [%],MSE,1.645576657060519
9,Median,Ramachandran outliers [%],MAE,0.4840153698366955
9,Median,Ramachandran outliers [%],MAD,0.03
9,Median,Rotamer outliers [%],MSE,12.737920350212969
9,Median,Rotamer outliers [%],MAE,2.1971083767155704
9,Median,Rotamer outliers [%],MAD,1.33
9,Median,RSRZ outliers [%],MSE,18.903182681374627
9,Median,RSRZ outliers [%],MAE,2.631914297836232
9,Median,RSRZ outliers [%],MAD,1.8500000000000005
9,Median,R [%],MSE,10.413815276873576
9,Median,R [%],MAE,2.4764419279395593
9,Median,R [%],MAD,2.0
9,Median,R free [%],MSE,14.299122969633821
9,Median,R free [%],MAE,2.9700119283767674
9,Median,R free [%],MAD,2.4800000000000004
9,Bayesian,Clashscore,MSE,27.88305091452031
9,Bayesian,Clashscore,MAE,3.4089004137373426
